MEDICATION_NM,ingredient,concept_id
IVABRADINE HCL 5 MG PO TABS,ivabradine hcl,46234437
THYROID 65 MG OR TABS,thyroid,
INV TIRAPAZAMINE INJECTION (LT-004) (UCI),inv tirapazamine injection,
EMPAGLIFLOZIN 25 MG PO TABS,empagliflozin,45774751
ETONOGESTREL 68 MG SC IMPL,etonogestrel,1519936
ETONOGESTREL 68 MG SC IMPL,mg sc impl,
METHIMAZOLE 10 MG OR TABS,methimazole,1504620
PROCEDURAL SEDATION MIDAZOLAM (PF) 1 MG/ML - 2 MG (UCI),procedural sedation midazolam,
DOPAMINE 800 MG/250 ML D5W PREMIX INFUSION (UCI),dopamine,1337860
DOPAMINE 800 MG/250 ML D5W PREMIX INFUSION (UCI),ml d,
DOPAMINE 800 MG/250 ML D5W PREMIX INFUSION (UCI),premix infusion,
CAPTOPRIL 6.25 MG OR TABS (HALF TABLET),captopril,1340128
DICLOXACILLIN SODIUM 500 MG OR CAPS,dicloxacillin sodium,1724666
DICLOXACILLIN SODIUM 500 MG OR CAPS,mg or caps,
OLANZAPINE ODT 20 MG OR TBDP,olanzapine odt,785788
OLANZAPINE ODT 20 MG OR TBDP,mg or tbdp,
PAPAVERINE DILUTION 60 MG IN 20 ML NS (OPTIME),papaverine dilution,1326901
PAPAVERINE DILUTION 60 MG IN 20 ML NS (OPTIME),ml ns,
atropine 1 MG/10ML injection  - ADS OVERRIDE,atropine,914335
atropine 1 MG/10ML injection  - ADS OVERRIDE,injection,
DOPamine (INTROPIN) 400 mg/250 mL infusion  - ADS OVERRIDE,dopamine,1337860
IMMUNE GLOBULIN (GAMUNEX) IVPB (UCI),immune globulin,
IMMUNE GLOBULIN (GAMUNEX) IVPB (UCI),ivpb,
VIASPAN SOLN,viaspan soln,
TRIAZOLAM 0.125 MG OR TABS,triazolam,704599
BUDESONIDE POWD,budesonide powd,939259
INSULIN GLULISINE 100 UNIT/ML IJ SOLN,insulin glulisine,
INSULIN GLULISINE 100 UNIT/ML IJ SOLN,unit,
GLIPIZIDE 2.5 MG OR TB24,glipizide,1560171
GLIPIZIDE 2.5 MG OR TB24,mg or tb,
IBUPROFEN 400 MG OR TABS,ibuprofen,1177480
ATENOLOL 12.5 MG OR TABS (HALF TABLET),atenolol,1314002
VITAMIN D3 5000 UNITS PO TABS,units po tabs,
RALOXIFENE HCL 60 MG OR TABS,raloxifene hcl,1513103
AMLODIPINE-VALSARTAN 10-320 MG OR TABS,amlodipine,1332418
AMLODIPINE-VALSARTAN 10-320 MG OR TABS,valsartan,1308842
ESTROGENS CONJUGATED 0.3 MG OR TABS,estrogens conjugated,19049228
OXYBUTYNIN CHLORIDE 5 MG OR TB24,oxybutynin chloride,918906
OXYBUTYNIN CHLORIDE 5 MG OR TB24,mg or tb,
VALPROATE SODIUM 250 MG/5ML OR SYRP,valproate sodium,745466
VALPROATE SODIUM 250 MG/5ML OR SYRP,or syrp,
MAGNESIUM SULFATE 20 G/500 ML PREMIX INFUSION (UCI),magnesium sulfate,19093848
MAGNESIUM SULFATE 20 G/500 ML PREMIX INFUSION (UCI),ml premix infusion,
PENICILLIN G POT IN DEXTROSE 60000 UNIT/ML IV SOLN,penicillin g pot in dextrose,1728416
PENICILLIN G POT IN DEXTROSE 60000 UNIT/ML IV SOLN,unit,
PENICILLIN G POT IN DEXTROSE 60000 UNIT/ML IV SOLN,ml iv soln,
HYDROXYPROGESTERONE CAPROATE 250 MG/ML IM OIL,hydroxyprogesterone caproate,
HYDROXYPROGESTERONE CAPROATE 250 MG/ML IM OIL,ml im oil,
TECHNETIUM TC 99M MEBROFENIN IV KIT,technetium tc,702006
TECHNETIUM TC 99M MEBROFENIN IV KIT,mebrofenin iv kit,42900491
ipratropium-albuterol (DUO-NEB) 0.5-2.5 MG/3ML nebulizer solution  - ADS OVERRIDE,ipratropium,1112921
ipratropium-albuterol (DUO-NEB) 0.5-2.5 MG/3ML nebulizer solution  - ADS OVERRIDE,albuterol,1154343
ipratropium-albuterol (DUO-NEB) 0.5-2.5 MG/3ML nebulizer solution  - ADS OVERRIDE,nebulizer solution,
METHYLENE BLUE 0.5% 2 ML IN 1000 ML NS IRRIGATION (OPTIME)(UCI),methylene blue,905518
METHYLENE BLUE 0.5% 2 ML IN 1000 ML NS IRRIGATION (OPTIME)(UCI),ml in,
METHYLENE BLUE 0.5% 2 ML IN 1000 ML NS IRRIGATION (OPTIME)(UCI),ml ns irrigation,
CODEINE SULFATE 30 MG OR TABS,codeine sulfate,1201620
DICLOXACILLIN SODIUM 250 MG OR CAPS,dicloxacillin sodium,1724666
DICLOXACILLIN SODIUM 250 MG OR CAPS,mg or caps,
EPINEPHRINE 1 MG IN 100 ML NS INJECTION (OPTIME),epinephrine,1343916
EPINEPHRINE 1 MG IN 100 ML NS INJECTION (OPTIME),ml ns injection,
HYDROMORPHONE 20 MCG/ML BUPIVACAINE 0.1% PAIN MANAGEMENT PCEA (UCI),hydromorphone,1126658
HYDROMORPHONE 20 MCG/ML BUPIVACAINE 0.1% PAIN MANAGEMENT PCEA (UCI),ml bupivacaine,
HYDROMORPHONE 20 MCG/ML BUPIVACAINE 0.1% PAIN MANAGEMENT PCEA (UCI),pain management pcea,
AMIKACIN IVPB (UCI),amikacin ivpb,1790868
IMIPENEM-CILASTATIN IVPB 500 MG (UCI),imipenem,1778262
IMIPENEM-CILASTATIN IVPB 500 MG (UCI),cilastatin ivpb,1797258
VINCRISTINE CHEMO INFUSION (UCI),vincristine chemo infusion,1308290
CYCLOPHOSPHAMIDE CHEMO INFUSION (UCI),cyclophosphamide chemo infusion,1310317
DOXORUBICIN CHEMO INJECTION (UCI),doxorubicin chemo injection,1338512
CILOSTAZOL 50 MG OR TABS,cilostazol,1350310
KETAMINE HCL-SODIUM CHLORIDE 50-0.9 MG/5ML-% IV SOSY,ketamine hcl,785649
KETAMINE HCL-SODIUM CHLORIDE 50-0.9 MG/5ML-% IV SOSY,sodium chloride,967823
LEVONORGESTREL 20 MCG/24HR IU IUD,levonorgestrel,1589505
LEVONORGESTREL 20 MCG/24HR IU IUD,iu iud,
LIRAGLUTIDE 18 MG/3ML SC SOPN,liraglutide,40170911
LIRAGLUTIDE 18 MG/3ML SC SOPN,sc sopn,
DIPHENHYDRAMINE IVPB (UCI),diphenhydramine ivpb,1129625
SODIUM HYALURONATE INTRAOCULAR INJECTION (OPTIME)(UCI),sodium hyaluronate intraocular injection,19136048
BUMETANIDE 0.5 MG OR TABS,bumetanide,932745
CARBIDOPA-LEVODOPA ER 36.25-145 MG PO CPCR,carbidopa,740560
CARBIDOPA-LEVODOPA ER 36.25-145 MG PO CPCR,levodopa er,789578
CARBIDOPA-LEVODOPA ER 36.25-145 MG PO CPCR,mg po cpcr,
BETHANECHOL CHLORIDE 25 MG OR TABS,bethanechol chloride,937439
magnesium sulfate 4 GM/50ML IVPB  - ADS OVERRIDE,magnesium sulfate,19093848
magnesium sulfate 4 GM/50ML IVPB  - ADS OVERRIDE,ivpb,
sodium citrate-citric acid (BICITRA) 500-334 MG/5ML solution  - ADS OVERRIDE,sodium citrate,977968
sodium citrate-citric acid (BICITRA) 500-334 MG/5ML solution  - ADS OVERRIDE,citric acid,950435
sodium citrate-citric acid (BICITRA) 500-334 MG/5ML solution  - ADS OVERRIDE,solution,
LORAZEPAM 100 MG/100 ML NS PREMIX INFUSION (UCI),lorazepam,791967
LORAZEPAM 100 MG/100 ML NS PREMIX INFUSION (UCI),ml ns premix infusion,
CETAPHIL MOISTURIZING EX LOTN,cetaphil moisturizing ex lotn,
midazolam (VERSED) 5 MG/5ML injection  - ADS OVERRIDE,midazolam,708298
midazolam (VERSED) 5 MG/5ML injection  - ADS OVERRIDE,injection,
PROMETHAZINE HCL 12.5 MG RE SUPP,promethazine hcl,1153013
MORPHINE DOSE FROM BAG (UCI),morphine dose from bag,1110410
HYDROCORTISONE 1 % EX CREA,hydrocortisone,975125
HYDROCORTISONE 1 % EX CREA,ex crea,
CEFTAZIDIME IV PUSH 1 GM IN SWFI 10 ML,ceftazidime iv push,1776684
PYRIDOSTIGMINE BROMIDE 30 MG OR TABS (HALF TABLET),pyridostigmine bromide,759740
BACITRACIN-NEOMYCIN-POLYMYXIN 400-5-5000 EX OINT,bacitracin,915175
BACITRACIN-NEOMYCIN-POLYMYXIN 400-5-5000 EX OINT,neomycin,915981
BACITRACIN-NEOMYCIN-POLYMYXIN 400-5-5000 EX OINT,polymyxin,
BACITRACIN-NEOMYCIN-POLYMYXIN 400-5-5000 EX OINT,ex oint,
TRIPLE ANTIBIOTIC 3.5-400-5000 EX OINT,triple antibiotic,
TRIPLE ANTIBIOTIC 3.5-400-5000 EX OINT,ex oint,
CADEXOMER IODINE 0.9 % EX GEL,cadexomer iodine,1740226
NAFCILLIN SODIUM IN DEXTROSE 2 GM/100ML IV SOLN,nafcillin sodium in dextrose,1713930
MINERAL OIL OR OIL,mineral oil or oil,908523
PROCHLORPERAZINE MALEATE 10 MG OR TABS,prochlorperazine maleate,752061
FENTANYL 50 MCG/ML PREMIX PCA INFUSION - NAIVE (UCI),fentanyl,1154029
FENTANYL 50 MCG/ML PREMIX PCA INFUSION - NAIVE (UCI),ml premix pca infusion,
FENTANYL 50 MCG/ML PREMIX PCA INFUSION - NAIVE (UCI),naive,
FLUDROCORTISONE ACETATE 0.05 MG OR TABS (HALF TABLET),fludrocortisone acetate,1555120
METHYLENE BLUE 1% 2 ML IN 1000 ML NS IRRIGATION (OPTIME)(UCI),methylene blue,905518
METHYLENE BLUE 1% 2 ML IN 1000 ML NS IRRIGATION (OPTIME)(UCI),ml in,
METHYLENE BLUE 1% 2 ML IN 1000 ML NS IRRIGATION (OPTIME)(UCI),ml ns irrigation,
RALTEGRAVIR POTASSIUM 400 MG OR TABS,raltegravir potassium,1712889
DOXORUBICIN WITH ETOPOSIDE WITH VINCRISTINE CHEMO INFUSION (UCI),doxorubicin with etoposide with vincristine chemo infusion,1338512
OLANZAPINE 5 MG OR TABS,olanzapine,785788
nalOXone (NARCAN) 0.4 MG/ML injection  - ADS OVERRIDE,naloxone,1114220
nalOXone (NARCAN) 0.4 MG/ML injection  - ADS OVERRIDE,ml injection,
TRIAMCINOLONE ACETONIDE 0.1 % EX OINT,triamcinolone acetonide,903963
TRIAMCINOLONE ACETONIDE 0.1 % EX OINT,ex oint,
AMINOCAPROIC ACID INFUSION (UCI),aminocaproic acid infusion,
GUANFACINE HCL 1 MG OR TABS,guanfacine hcl,1344965
ELVITEG-COBIC-EMTRICIT-TENOFAF 150-150-200-10 MG PO TABS,elviteg,
ELVITEG-COBIC-EMTRICIT-TENOFAF 150-150-200-10 MG PO TABS,cobic,
ELVITEG-COBIC-EMTRICIT-TENOFAF 150-150-200-10 MG PO TABS,emtricit,
ELVITEG-COBIC-EMTRICIT-TENOFAF 150-150-200-10 MG PO TABS,tenofaf,
sodium chloride 4 mEq/mL oral solution  - ADS OVERRIDE,sodium chloride,967823
sodium chloride 4 mEq/mL oral solution  - ADS OVERRIDE,ml oral solution,
VANCOMYCIN 25 MG/ML OPHTHALMIC SOLN (COMPOUNDED),vancomycin,1707687
VANCOMYCIN 25 MG/ML OPHTHALMIC SOLN (COMPOUNDED),ml ophthalmic soln,
WHITE PETROLATUM GEL,white petrolatum gel,
METHIMAZOLE 5 MG OR TABS,methimazole,1504620
BUPIVACAINE 0.0625% PAIN MANAGEMENT PCEA (UCI),bupivacaine,732893
BUPIVACAINE 0.0625% PAIN MANAGEMENT PCEA (UCI),pain management pcea,
AMLODIPINE-OLMESARTAN 10-40 MG OR TABS,amlodipine,1332418
AMLODIPINE-OLMESARTAN 10-40 MG OR TABS,olmesartan,40226742
HEPARIN SODIUM LOCK FLUSH 10 UNIT/ML IJ SOLN,heparin sodium lock flush,35884360
HEPARIN SODIUM LOCK FLUSH 10 UNIT/ML IJ SOLN,unit,
ESLICARBAZEPINE ACETATE 400 MG PO TABS,eslicarbazepine acetate,44507780
VANCOMYCIN OPHTHALMIC 100 MG/ML (OPTIME),vancomycin ophthalmic,1707687
CEFTAZIDIME OPHTHALMIC INJ 22.5 MG/ML (OPTIME) (UCI),ceftazidime ophthalmic inj,1776684
TOBRAMYCIN 15 MG/ML OP SOLN (COMPOUNDED),tobramycin,902722
TOBRAMYCIN 15 MG/ML OP SOLN (COMPOUNDED),ml op soln,
MICONAZOLE NITRATE 2 % VA CREA,miconazole nitrate,907879
MICONAZOLE NITRATE 2 % VA CREA,va crea,
MISOPROSTOL 100 MCG OR TABS,misoprostol,1150871
RHO D IMMUNE GLOBULIN 1500 UNIT/2ML IJ SOLN,rho d immune globulin,
RHO D IMMUNE GLOBULIN 1500 UNIT/2ML IJ SOLN,unit,
flumazenil (ROMAZICON) 0.1 MG/ML injection  - ADS OVERRIDE,flumazenil,19055153
flumazenil (ROMAZICON) 0.1 MG/ML injection  - ADS OVERRIDE,ml injection,
VANCOMYCIN OPHTHALMIC INJ 10 MG/ML (OPTIME) (UCI),vancomycin ophthalmic inj,1707687
CEFAZOLIN IN SODIUM CHLORIDE 3-0.9 GM/100ML-% IV SOLN,cefazolin in sodium chloride,1771162
SODIUM POLYSTYRENE SULFONATE 15 GM/60ML OR SUSP,sodium polystyrene sulfonate,19078126
SODIUM POLYSTYRENE SULFONATE 15 GM/60ML OR SUSP,or susp,
CYPROHEPTADINE HCL 4 MG OR TABS,cyproheptadine hcl,1110727
lidocaine (XYLOCAINE) 2 % topical jelly  - ADS OVERRIDE,lidocaine,989878
lidocaine (XYLOCAINE) 2 % topical jelly  - ADS OVERRIDE,topical jelly,
SODIUM POLYSTYRENE SULFONATE 15 GM/60ML - SORBITOL FREE (UCI),sodium polystyrene sulfonate,19078126
SODIUM POLYSTYRENE SULFONATE 15 GM/60ML - SORBITOL FREE (UCI),sorbitol free,970011
ADENOSINE 12 MG/4ML IV SOLN,adenosine,1309204
ENTECAVIR 0.5 MG OR TABS,entecavir,1711246
"BUPIVACAINE 0.25%-EPI 1:200,000 AND LIDOCAINE 1% (OPTIME)",bupivacaine,732893
"BUPIVACAINE 0.25%-EPI 1:200,000 AND LIDOCAINE 1% (OPTIME)",epi,
"BUPIVACAINE 0.25%-EPI 1:200,000 AND LIDOCAINE 1% (OPTIME)",and lidocaine,
DILTIAZEM HCL COATED BEADS 180 MG OR CP24,diltiazem hcl coated beads,1328165
DILTIAZEM HCL COATED BEADS 180 MG OR CP24,mg or cp,
HEPARIN LOCK FLUSH 2 UNITS/ML IN 0.45% NS (UCI),heparin lock flush,1367571
HEPARIN LOCK FLUSH 2 UNITS/ML IN 0.45% NS (UCI),units,
HEPARIN LOCK FLUSH 2 UNITS/ML IN 0.45% NS (UCI),ml in,
CETIRIZINE HCL 5 MG/5ML PO SOLN,cetirizine hcl,1149196
CETIRIZINE HCL 5 MG/5ML PO SOLN,po soln,
OXYTOCIN 30 UNITS/500 ML LR INFUSION (PREMIX) (UCI),oxytocin,1326115
OXYTOCIN 30 UNITS/500 ML LR INFUSION (PREMIX) (UCI),units,
OXYTOCIN 30 UNITS/500 ML LR INFUSION (PREMIX) (UCI),ml lr infusion,
PHYTONADIONE IVPB (UCI),phytonadione ivpb,
TRIMETHOBENZAMIDE HCL 300 MG OR CAPS,trimethobenzamide hcl,942799
TRIMETHOBENZAMIDE HCL 300 MG OR CAPS,mg or caps,
GADOBENATE DIMEGLUMINE 529 MG/ML IV SOLN,gadobenate dimeglumine,19007652
GADOBENATE DIMEGLUMINE 529 MG/ML IV SOLN,ml iv soln,
AZITHROMYCIN 600 MG OR TABS,azithromycin,1734104
METHOTREXATE INTRATHECAL INJECTION (UCI),methotrexate intrathecal injection,1305058
metoclopramide (REGLAN) 5 MG/ML injection  - ADS OVERRIDE,metoclopramide,906780
metoclopramide (REGLAN) 5 MG/ML injection  - ADS OVERRIDE,ml injection,
DIGOXIN 0.05 MG/ML OR SOLN,digoxin,1326303
DIGOXIN 0.05 MG/ML OR SOLN,ml or soln,
TRAZODONE HCL 25 MG OR TABS (HALF TABLET),trazodone hcl,703547
FENOFIBRATE 145 MG OR TABS,fenofibrate,1551803
midazolam (VERSED) 5 MG/ML injection  - ADS OVERRIDE,midazolam,708298
midazolam (VERSED) 5 MG/ML injection  - ADS OVERRIDE,ml injection,
TACE - DOXORUBICIN 100 MG (UCI),tace,
TACE - DOXORUBICIN 100 MG (UCI),doxorubicin,1338512
TERIFLUNOMIDE 14 MG PO TABS,teriflunomide,42900584
ACETAZOLAMIDE 125 MG OR TABS,acetazolamide,929435
AMPHOTERICIN B 1.5 MG/ML OPHTHALMIC SOLN,amphotericin b,1717240
AMPHOTERICIN B 1.5 MG/ML OPHTHALMIC SOLN,ml ophthalmic soln,
NATAMYCIN 5 % OP SUSP,natamycin,915392
NATAMYCIN 5 % OP SUSP,op susp,
VORICONAZOLE 0.5 MG/ML OPTHALMIC SOLUTION (UCI),voriconazole,1714277
VORICONAZOLE 0.5 MG/ML OPTHALMIC SOLUTION (UCI),ml opthalmic solution,
DOFETILIDE 250 MCG OR CAPS,dofetilide,1362979
DOFETILIDE 250 MCG OR CAPS,mcg or caps,
VORICONAZOLE 0.5 MG/ML OPTHALMIC SOLUTION,voriconazole,1714277
VORICONAZOLE 0.5 MG/ML OPTHALMIC SOLUTION,ml opthalmic solution,
SULFASALAZINE 500 MG OR TABS,sulfasalazine,964339
DEXTROSE-KCL-NACL 5-0.075-0.45 % IV SOLN,dextrose,
DEXTROSE-KCL-NACL 5-0.075-0.45 % IV SOLN,kcl,
DEXTROSE-KCL-NACL 5-0.075-0.45 % IV SOLN,nacl,
MITOMYCIN INTRAVESICAL INSTILLATION (UCI),mitomycin intravesical instillation,1389036
MIDODRINE HCL 2.5 MG OR TABS,midodrine hcl,1308368
AMPHOTERICIN 50 MG IN 1000 ML STERILE WATER IRRIGATION (OPTIME),amphotericin,952045
AMPHOTERICIN 50 MG IN 1000 ML STERILE WATER IRRIGATION (OPTIME),ml sterile water irrigation,
MIDAZOLAM HCL 5 MG/ML IJ SOLN,midazolam hcl,708298
TRIAMCINOLONE ACETONIDE 10 MG/ML IJ SUSP,triamcinolone acetonide,903963
TRIAMCINOLONE ACETONIDE 10 MG/ML IJ SUSP,ml ij susp,
VERAPAMIL HCL CR 180 MG OR CP24,verapamil hcl cr,1307863
VERAPAMIL HCL CR 180 MG OR CP24,mg or cp,
NORTRIPTYLINE HCL 25 MG OR CAPS,nortriptyline hcl,721724
NORTRIPTYLINE HCL 25 MG OR CAPS,mg or caps,
LYCOPENE 25 MG PO TABS,lycopene,1308185
metroNIDAZOLE (FLAGYL) 500 mg/100 mL IVPB  - ADS OVERRIDE,metronidazole,1707164
metroNIDAZOLE (FLAGYL) 500 mg/100 mL IVPB  - ADS OVERRIDE,ml ivpb,
FENTANYL 2 MCG/ML BUPIVACAINE 0.1% LABOR PCEA (UCI),fentanyl,1154029
FENTANYL 2 MCG/ML BUPIVACAINE 0.1% LABOR PCEA (UCI),ml bupivacaine,
FENTANYL 2 MCG/ML BUPIVACAINE 0.1% LABOR PCEA (UCI),labor pcea,
VANCOMYCIN 50 MG/ML OPHTHALMIC SOLN (COMPOUNDED),vancomycin,1707687
VANCOMYCIN 50 MG/ML OPHTHALMIC SOLN (COMPOUNDED),ml ophthalmic soln,
AMPHOTERICIN B 1 MG/ML OPHTHALMIC SOLN,amphotericin b,1717240
AMPHOTERICIN B 1 MG/ML OPHTHALMIC SOLN,ml ophthalmic soln,
WARFARIN SODIUM 10 MG OR TABS,warfarin sodium,1310149
CITALOPRAM HYDROBROMIDE 10 MG OR TABS,citalopram hydrobromide,797617
PRAZOSIN HCL 5 MG OR CAPS,prazosin hcl,1350489
PRAZOSIN HCL 5 MG OR CAPS,mg or caps,
PRAZOSIN HCL 1 MG OR CAPS,prazosin hcl,1350489
PRAZOSIN HCL 1 MG OR CAPS,mg or caps,
midazolam (VERSED) 100 MG/100ML PREMIX infusion  - ADS OVERRIDE,midazolam,708298
midazolam (VERSED) 100 MG/100ML PREMIX infusion  - ADS OVERRIDE,premix infusion,
BUTALBITAL-APAP-CAFF-COD 50-300-40-30 MG PO CAPS,butalbital,1139699
BUTALBITAL-APAP-CAFF-COD 50-300-40-30 MG PO CAPS,apap,
BUTALBITAL-APAP-CAFF-COD 50-300-40-30 MG PO CAPS,caff,
BUTALBITAL-APAP-CAFF-COD 50-300-40-30 MG PO CAPS,cod,
BUTALBITAL-APAP-CAFF-COD 50-300-40-30 MG PO CAPS,mg po caps,
FLUORESCEIN SODIUM 0.6 MG OP STRP,fluorescein sodium,996625
FLUORESCEIN SODIUM 0.6 MG OP STRP,mg op strp,
CARBAMAZEPINE 100 MG/5ML OR SUSP,carbamazepine,740275
CARBAMAZEPINE 100 MG/5ML OR SUSP,or susp,
ATOMOXETINE HCL 18 MG OR CAPS,atomoxetine hcl,742185
ATOMOXETINE HCL 18 MG OR CAPS,mg or caps,
ERTAPENEM SODIUM 1 G IV SOLR,ertapenem sodium,1717963
ERTAPENEM SODIUM 1 G IV SOLR,g iv solr,
CHLOROPROCAINE HCL (PF) 2 % IJ SOLN,chloroprocaine hcl,19049410
VERAPAMIL HCL 40 MG OR TABS,verapamil hcl,1307863
BARIUM SULFATE 60 % OR SUSP,barium sulfate,19011331
BARIUM SULFATE 60 % OR SUSP,or susp,
NAPROXEN 375 MG OR TABS,naproxen,1115008
SODIUM CHLORIDE (HYPERTONIC) 5 % OP SOLN,sodium chloride,967823
SODIUM CHLORIDE (HYPERTONIC) 5 % OP SOLN,op soln,
SODIUM CHLORIDE (HYPERTONIC) 2 % OP SOLN,sodium chloride,967823
SODIUM CHLORIDE (HYPERTONIC) 2 % OP SOLN,op soln,
DIPHENHYDRAMINE HCL 12.5 MG/5ML OR LIQD,diphenhydramine hcl,1129625
DIPHENHYDRAMINE HCL 12.5 MG/5ML OR LIQD,or liqd,
D5W-NACL 0.45% CRRT MACHINE POST-FILTER FLUID,nacl,
D5W-NACL 0.45% CRRT MACHINE POST-FILTER FLUID,crrt machine post,
D5W-NACL 0.45% CRRT MACHINE POST-FILTER FLUID,filter fluid,
ACYCLOVIR 5 % EX OINT,acyclovir,1703687
ACYCLOVIR 5 % EX OINT,ex oint,
DAPTOMYCIN IV 500 MG (UCI),daptomycin iv,1786617
ZOLMITRIPTAN 2.5 MG OR TABS,zolmitriptan,1116031
MIRABEGRON ER 25 MG PO TB24,mirabegron er,42873636
MIRABEGRON ER 25 MG PO TB24,mg po tb,
HYDROMORPHONE 0.5 MG/ML PREMIX PCA INFUSION - HIGH DOSE (UCI),hydromorphone,1126658
HYDROMORPHONE 0.5 MG/ML PREMIX PCA INFUSION - HIGH DOSE (UCI),ml premix pca infusion,
HYDROMORPHONE 0.5 MG/ML PREMIX PCA INFUSION - HIGH DOSE (UCI),high dose,
VORICONAZOLE 200 MG OR TABS,voriconazole,1714277
BISMUTH SUBSALICYLATE 262 MG/15ML OR SUSP,bismuth subsalicylate,937791
BISMUTH SUBSALICYLATE 262 MG/15ML OR SUSP,or susp,
HYDROMORPHONE 20 MCG/ML BUPIVACAINE 0.1% ANES EPIDURAL INFUSION (UCI),hydromorphone,1126658
HYDROMORPHONE 20 MCG/ML BUPIVACAINE 0.1% ANES EPIDURAL INFUSION (UCI),ml bupivacaine,
HYDROMORPHONE 20 MCG/ML BUPIVACAINE 0.1% ANES EPIDURAL INFUSION (UCI),anes epidural infusion,
AMPHETAMINE-DEXTROAMPHETAMINE 20 MG OR CP24,amphetamine,714785
AMPHETAMINE-DEXTROAMPHETAMINE 20 MG OR CP24,dextroamphetamine,719311
AMPHETAMINE-DEXTROAMPHETAMINE 20 MG OR CP24,mg or cp,
ARMODAFINIL 250 MG PO TABS,armodafinil,19090984
MANNITOL 20% LOADING DOSE FROM BAG (UCI),mannitol,994058
MANNITOL 20% LOADING DOSE FROM BAG (UCI),loading dose from bag,
TIGECYCLINE IVPB (UCI),tigecycline ivpb,1742432
DIAZEPAM 10 MG OR TABS,diazepam,723013
RISPERIDONE ODT 1 MG OR TBDP,risperidone odt,735979
RISPERIDONE ODT 1 MG OR TBDP,mg or tbdp,
TRANEXAMIC ACID 1000 MG/10ML INJECTION FOR TOPICAL ADMINISTRATION,tranexamic acid,1303425
TRANEXAMIC ACID 1000 MG/10ML INJECTION FOR TOPICAL ADMINISTRATION,injection for topical administration,
ASENAPINE MALEATE 10 MG SL SUBL,asenapine maleate,40164052
ASENAPINE MALEATE 10 MG SL SUBL,mg sl subl,
POTASSIUM ACETATE 40 MEQ IN 100 ML NS IVPB (UCI),potassium acetate,19076414
POTASSIUM ACETATE 40 MEQ IN 100 ML NS IVPB (UCI),meq in,
POTASSIUM ACETATE 40 MEQ IN 100 ML NS IVPB (UCI),ml ns ivpb,
AMPHOTERICIN B 50 MG IJ SOLR,amphotericin b,1717240
TECHNETIUM TC 99M MACROAGGREGATED (MAA) IV KIT,technetium tc,702006
TECHNETIUM TC 99M MACROAGGREGATED (MAA) IV KIT,macroaggregated,
TECHNETIUM TC 99M MACROAGGREGATED (MAA) IV KIT,iv kit,
ALLOPURINOL 300 MG OR TABS,allopurinol,1167322
AMLODIPINE-BENAZEPRIL 2.5-10 MG OR CAPS,amlodipine,1332418
AMLODIPINE-BENAZEPRIL 2.5-10 MG OR CAPS,benazepril,1335471
AMLODIPINE-BENAZEPRIL 2.5-10 MG OR CAPS,mg or caps,
MAGNESIUM OXIDE 400 (240 MG) MG PO TABS,magnesium oxide,993631
MELOXICAM 15 MG OR TABS,meloxicam,1150345
DARBEPOETIN ALFA 60 MCG/0.3ML IJ SOSY,darbepoetin alfa,1304643
DARBEPOETIN ALFA 60 MCG/0.3ML IJ SOSY,ij sosy,
ONDANSETRON 8 MG OR TBDP,ondansetron,1000560
ONDANSETRON 8 MG OR TBDP,mg or tbdp,
ATENOLOL-CHLORTHALIDONE 100-25 MG OR TABS,atenolol,1314002
ATENOLOL-CHLORTHALIDONE 100-25 MG OR TABS,chlorthalidone,1395058
CABERGOLINE 0.5 MG OR TABS,cabergoline,1558471
GADOBUTROL 1 MMOL/ML IV SOLN,gadobutrol,19048493
GADOBUTROL 1 MMOL/ML IV SOLN,mmol,
GADOBUTROL 1 MMOL/ML IV SOLN,ml iv soln,
GEMCITABINE BLADDER IRRIGATION IN NS (UCI)(OPTIME),gemcitabine bladder irrigation in ns,1314924
CEPHALEXIN 250 MG/5ML OR SUSR,cephalexin,1786621
CEPHALEXIN 250 MG/5ML OR SUSR,or susr,
EPINEPHRINE 1 MG IN 9 ML NS INJECTION (OPTIME),epinephrine,1343916
EPINEPHRINE 1 MG IN 9 ML NS INJECTION (OPTIME),ml ns injection,
ESTROGENS CONJUGATED 0.45 MG OR TABS,estrogens conjugated,19049228
DORNASE ALFA 1 MG/ML IN SOLN,dornase alfa,1125443
DORNASE ALFA 1 MG/ML IN SOLN,ml in soln,
ALTEPLASE INTRAPLEURAL (UCI),alteplase intrapleural,1347450
FOLIC ACID 5 MG/ML IJ SOLN,folic acid,19111620
OXYBUTYNIN CHLORIDE 5 MG/5ML OR SYRP,oxybutynin chloride,918906
OXYBUTYNIN CHLORIDE 5 MG/5ML OR SYRP,or syrp,
BENZOCAINE-MENTHOL 20-0.5 % EX AERO,benzocaine,917006
BENZOCAINE-MENTHOL 20-0.5 % EX AERO,menthol,901656
BENZOCAINE-MENTHOL 20-0.5 % EX AERO,ex aero,
PROCEDURAL SEDATION MEPERIDINE 100 MG/ML - 100 MG (UCI),procedural sedation meperidine,
CABERGOLINE 0.25 MG OR TABS (HALF TABLET),cabergoline,1558471
AMLODIPINE-OLMESARTAN 10-20 MG OR TABS,amlodipine,1332418
AMLODIPINE-OLMESARTAN 10-20 MG OR TABS,olmesartan,40226742
TOLTERODINE TARTRATE 2 MG OR CP24,tolterodine tartrate,913782
