Table,Label,Unit,concept_name,vocab,concept_id,Lab Code,perc
labs,Coagulation factor II circulating inhibitor,Unknown,Coagulation factor II circulating inhibitor [Presence] in Platelet poor plasma,LOINC,3030094,50390-4,0.115912813
labs,Triple phosphate crystals,/HPF,Triple phosphate crystals [#/area] in Urine by Computer assisted method,LOINC,3039648,53308-3,0.115912813
labs,Cells counted.total,Unknown,Cells Counted Total [#] in Blood,LOINC,3002317,11282-1,0.115912813
labs,Protein fractions.oligoclonal bands,Unknown,Oligoclonal bands [Interpretation] in Cerebral spinal fluid by Electrophoresis Narrative,LOINC,3049519,49293-4,0.115912813
labs,Albumin,mg/dL,Albumin [Mass/volume] in Cerebral spinal fluid by Electrophoresis,LOINC,3010279,Mar-61,0.11339297
labs,Alpha 2 globulin,mg/dL,Alpha 2 globulin [Mass/volume] in Cerebral spinal fluid by Electrophoresis,LOINC,3022267,2867-0,0.11339297
labs,Beta globulin,mg/dL,Beta globulin [Mass/volume] in Cerebral spinal fluid by Electrophoresis,LOINC,3010793,Apr-70,0.11339297
labs,Alpha 1 globulin,mg/dL,Alpha 1 globulin [Mass/volume] in Cerebral spinal fluid by Electrophoresis,LOINC,3009806,Jul-64,0.11339297
labs,Prealbumin,mg/dL,Prealbumin [Mass/volume] in Cerebral spinal fluid by Electrophoresis,LOINC,3003772,Jan-76,0.11339297
labs,Reagin Ab,Unknown,Reagin Ab [Presence] in Serum by RPR,LOINC,3021461,20507-0,0.11339297
labs,Gamma globulin,mg/dL,Gamma globulin [Mass/volume] in Cerebral spinal fluid by Electrophoresis,LOINC,3022932,Aug-73,0.11339297
labs,Homocysteine,mcmol/L,Homocysteine [Moles/volume] in Serum or Plasma,LOINC,3016724,13965-9,0.11339297
labs,Inhibin A,pg/mL,Inhibin A [Mass/volume] in Serum or Plasma,LOINC,3018595,23883-2,0.110873126
labs,Enolase.neuron specific,ug/L,Enolase.neuron specific [Mass/volume] in Serum or Plasma,LOINC,3028531,15060-7,0.110873126
labs,Cryofibrinogen,Unknown,Cryofibrinogen [Presence] in Plasma,LOINC,3023504,11043-7,0.110873126
labs,CYP2C19 gene allele,Unknown,CYP2C19 gene allele [Genotype] in Blood or Tissue by Molecular genetics method Nominal,LOINC,40760251,57132-3,0.110873126
labs,von Willebrand factor Ag actual/Normal,%,von Willebrand factor (vWf) Ag actual/normal in Platelet poor plasma by Immunoassay,LOINC,3036035,27816-8,0.110873126
labs,Helicobacter pylori Ab.IgG,ISR,Helicobacter pylori IgG Ab [Presence] in Serum,LOINC,3013058,16126-5,0.110873126
labs,Angiotensin converting enzyme,U/L,Angiotensin converting enzyme [Enzymatic activity/volume] in Cerebral spinal fluid,LOINC,3009991,12480-0,0.110873126
labs,Liver kidney microsomal Ab,Unknown,Liver kidney microsomal Ab [Titer] in Serum by Immunofluorescence,LOINC,3003265,Apr-38,0.110873126
labs,Fibrin D-dimer,MCG/ML FEU,Fibrin D-dimer [Presence] in Platelet poor plasma by Latex agglutination,LOINC,3033464,29280-5,0.108353282
labs,Cryoglobulin/Serum.total,%ppt,Cryocrit of Serum by Spun Westergren,LOINC,3037070,15174-6,0.108353282
labs,Inhibin B,pg/mL,Inhibin B [Mass/volume] in Serum or Plasma,LOINC,3045781,34319-4,0.108353282
labs,XXX microorganism Ag,Unknown,XXX microorganism Ag [Identifier] in Specimen by Immunofluorescence,LOINC,3046774,45042-9,0.108353282
labs,Gentamicin,mcg/mL,Gentamicin [Mass/volume] in Serum or Plasma,LOINC,3035510,35668-3,0.108353282
labs,Metanephrine.free,nmol/L,Metanephrine Free [Moles/volume] in Serum or Plasma,LOINC,3032155,49700-8,0.105833438
labs,Thiamine,nmol/L,Thiamine [Mass/volume] in Serum or Plasma,LOINC,3024120,Jan-99,0.105833438
labs,Immunoglobulin light chains.lambda,mg/dL,Lambda light chains [Mass/volume] in Urine,LOINC,3006969,27394-6,0.105833438
labs,Hepatitis B virus surface Ag,Unknown,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Neutralization test,LOINC,3025267,05-Mar,0.105833438
labs,Magnesium,MG/24 HRS,Magnesium [Mass/volume] in 24 hour Urine,LOINC,3006828,32024-2,0.105833438
labs,Normetanephrine.free,nmol/L,Normetanephrine Free [Moles/volume] in Serum or Plasma,LOINC,3042027,40851-8,0.105833438
labs,Immunoglobulin light chains.kappa,mg/dL,Kappa light chains [Mass/volume] in Urine,LOINC,3035082,27365-6,0.105833438
labs,Striated muscle Ab,titer,Striated muscle Ab [Titer] in Serum,LOINC,3023296,Aug-97,0.103313595
labs,Sex hormone binding globulin,nmol/L,Sex hormone binding globulin [Moles/volume] in Serum or Plasma,LOINC,3004248,13967-5,0.103313595
labs,Creatinine renal clearance,ML/MIN,Creatinine renal clearance in 24 hour Urine and Serum or Plasma,LOINC,3005770,Feb-64,0.103313595
labs,von Willebrand factor.ristocetin cofactor activity actual/Normal,%,von Willebrand factor (vWf) ristocetin cofactor actual/normal in Platelet poor plasma by Platelet aggregation,LOINC,3037533,14-May,0.103313595
labs,Voltage-gated calcium channel N type binding Ab,nmol/L,Voltage-gated calcium channel N type binding Ab [Moles/volume] in Serum,LOINC,3029197,33979-6,0.103313595
labs,Pyridoxine,nmol/L,Pyridoxine [Mass/volume] in Serum or Plasma,LOINC,3037701,Sep-00,0.100793751
labs,Buprenorphine,Unknown,Buprenorphine [Presence] in Urine,LOINC,3007463,3414-0,0.100793751
labs,Cardiolipin Ab.IgA,APL,Cardiolipin IgA Ab [Units/volume] in Serum by Immunoassay,LOINC,3009118,May-76,0.100793751
labs,IgG,mg/dL,IgG [Mass/volume] in Cerebral spinal fluid,LOINC,3007368,Jun-64,0.100793751
labs,Hepatitis B virus little e Ab,Unknown,Hepatitis B virus e Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,3036806,13953-5,0.100793751
labs,Meperidine,Unknown,Meperidine [Presence] in Urine,LOINC,3019509,May-46,0.100793751
labs,von Willebrand factor cleaving protease actual/normal,%,von Willebrand factor (vWf) cleaving protease actual/normal in Platelet poor plasma by Chromogenic method,LOINC,3042272,53622-7,0.098273907
labs,Reticulocytes,%,Reticulocytes [#/volume] in Blood by Manual count,LOINC,3041154,40665-2,0.098273907
labs,Beta 2 glycoprotein 1 Ab.IgA,SAU,Beta 2 glycoprotein 1 IgA Ab [Units/volume] in Serum,LOINC,3000194,21108-6,0.095754063
labs,SCL-70 extractable nuclear Ab,UNITS,SCL-70 extractable nuclear Ab [Units/volume] in Serum by Immunoassay,LOINC,3025245,26975-3,0.095754063
labs,Calcium,MG/DL,Calcium [Mass/volume] in Urine,LOINC,3006661,17862-4,0.095754063
labs,Beta-2-Microglobulin,MG/L,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma,LOINC,3013201,Jan-52,0.093234219
labs,Parainfluenza virus Ag,Unknown,Parainfluenza virus Ag [Presence] in Specimen by Immunofluorescence,LOINC,3002962,13327-2,0.093234219
labs,Natriuretic peptide.B prohormone N-Terminal,pg/mL,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,LOINC,3029187,33762-6,0.090714376
labs,Howell-Jolly bodies,Unknown,Howell-Jolly bodies [Presence] in Blood by Light microscopy,LOINC,3002620,Mar-93,0.090714376
labs,Influenza virus A+B Ag,Unknown,Influenza virus A+B Ag [Presence] in Specimen by Immunofluorescence,LOINC,3010064,Jun-38,0.090714376
labs,Platelet aggregation.adenosine diphosphate induced,PRU,Platelet aggregation ADP induced [Units/volume] in Platelet rich plasma,LOINC,3048603,49010-2,0.088194532
labs,Sodium,MMOL/TOT VOL,Sodium [Moles/time] in 24 hour Urine,LOINC,3002079,Jan-56,0.088194532
labs,Sodium,mmol/L,Sodium [Moles/volume] in 24 hour Urine,LOINC,3014485,21525-1,0.088194532
labs,HIV 1 RNA,Unknown,HIV 1 RNA [Presence] in Serum or Plasma by NAA with probe detection,LOINC,3000685,25835-0,0.085674688
labs,Thyroxine free index,ng/dL,Thyroxine (T4) free index in Serum or Plasma by calculation,LOINC,3000551,32215-6,0.085674688
labs,von Willebrand factor multimers,Unknown,von Willebrand factor (vWf) multimers [Presence] in Platelet poor plasma,LOINC,3034186,32217-2,0.085674688
labs,Macrocytes.oval,Unknown,Oval macrocytes [Presence] in Blood by Light microscopy,LOINC,3010950,10376-2,0.085674688
labs,Thyroglobulin Ab,IU/ML,Thyroglobulin Ab [Units/volume] in Serum or Plasma,LOINC,3025547,Jun-98,0.083154844
labs,Acetylcholine receptor binding Ab,nmol/L,Acetylcholine receptor binding Ab [Moles/volume] in Serum,LOINC,3010454,11034-6,0.083154844
labs,HTLV I+II Ab band pattern,Unknown,HTLV I+II Ab band pattern [Interpretation] in Serum by Immunoblot,LOINC,3033654,21347-0,0.080635001
labs,cycloSPORINE,NG/ML,cycloSPORINE [Mass/volume] in Blood,LOINC,3010375,20-Apr,0.080635001
labs,Enterovirus RNA,Unknown,Enterovirus RNA [Presence] in Specimen by NAA with probe detection,LOINC,3016881,29591-5,0.080635001
labs,Borrelia burgdorferi Ab,LIV,Borrelia burgdorferi Ab [Units/volume] in Cerebral spinal fluid by Immunoassay,LOINC,3021526,6318-0,0.080635001
labs,Specimen volume,Unknown,Volume in Urine collected for unspecified duration,LOINC,3004775,19153-6,0.080635001
labs,Parvovirus B19 DNA,Unknown,Parvovirus B19 DNA [Presence] in Serum by NAA with probe detection,LOINC,3015822,Sep-72,0.078115157
labs,Beta+gamma tocopherol,mg/L,Beta+gamma tocopherol [Mass/volume] in Serum or Plasma,LOINC,3005244,11038-7,0.078115157
labs,Lithium,mmol/L,"Lithium, Blood [Moles/volume] in Serum or Plasma",LOINC,3024666,14334-7,0.078115157
labs,Glucose-6-Phosphate dehydrogenase,Unknown,Glucose-6-Phosphate dehydrogenase [Presence] in DBS,LOINC,3045989,33287-4,0.078115157
labs,Alpha tocopherol,mg/L,Alpha tocopherol [Mass/volume] in Serum or Plasma,LOINC,3024865,1823-4,0.078115157
labs,Cobalamins.unsaturated binding capacity,pg/mL,Cobalamin (Vitamin B12).unsaturated Binding Capacity [Mass/volume] in Serum or Plasma,LOINC,3025222,Jul-71,0.078115157
labs,Adenovirus Ag,Unknown,Adenovirus Ag [Presence] in Specimen by Immunofluorescence,LOINC,3016845,Jul-34,0.075595313
labs,IgG clearance/Albumin clearance,ratio,IgG clearance/Albumin clearance [Ratio] in Serum and CSF,LOINC,3020222,14117-6,0.075595313
labs,Collection duration,Unknown,Collection duration of Specimen,LOINC,3026893,30211-7,0.075595313
labs,Bilirubin,mg/dL,Bilirubin.total [Mass/volume] in Body fluid,LOINC,3028193,May-74,0.075595313
labs,Protein fractions.oligoclonal bands,Unknown,Oligoclonal bands [Interpretation] in Cerebral spinal fluid by Electrophoresis,LOINC,3012901,12782-9,0.075595313
labs,Rheumatoid factor,IU/ML,Rheumatoid factor [Titer] in Serum by Latex agglutination,LOINC,3008038,Mar-99,0.075595313
labs,Albumin,mg/dL,Albumin [Mass/volume] in Cerebral spinal fluid,LOINC,3024474,1746-7,0.075595313
labs,IgG synthesis rate,mg/d,IgG synthesis rate [Mass/time] in Serum and CSF by calculation,LOINC,3014078,14116-8,0.075595313
labs,Hepatitis B virus surface Ag,IU/mL,Hepatitis B virus surface Ag [Units/volume] in Serum or Plasma by Immunoassay,LOINC,40766283,63557-3,0.073075469
labs,Cryoglobulin,Unknown,Cryoglobulin [Presence] in Serum,LOINC,3021322,17-Jul,0.073075469
labs,Test performance information,Unknown,Test performance information in Specimen Narrative,LOINC,40765105,62364-5,0.073075469
labs,Prostate specific Ag.free/Prostate specific Ag.total,%,Prostate Specific Ag Free/Prostate specific Ag.total in Serum or Plasma,LOINC,3001784,12841-3,0.073075469
labs,Lactoferrin,Unknown,Lactoferrin [Presence] in Stool by Immunoassay,LOINC,3039568,40703-1,0.073075469
labs,Prostate specific Ag.free,NG/ML,Prostate Specific Ag Free [Mass/volume] in Serum or Plasma,LOINC,3005013,10886-0,0.073075469
labs,Retinol,mg/L,Retinol [Mass/volume] in Serum or Plasma,LOINC,3022338,23-Jan,0.073075469
labs,TPMT gene product metabolic activity interpretation,Unknown,TPMT gene product metabolic activity interpretation in Blood or Tissue Qualitative by Molecular genetics method,LOINC,21491536,79713-4,0.073075469
labs,Human metapneumovirus Ag,Unknown,Human metapneumovirus Ag [Presence] in Specimen by Immunofluorescence,LOINC,3039848,40979-7,0.073075469
labs,Retinyl palmitate,mg/L,Retinyl palmitate [Mass/volume] in Serum or Plasma,LOINC,3051447,38496-6,0.073075469
labs,Influenza virus A H1 RNA,Unknown,Influenza virus A H1 RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,46236736,77026-3,0.070555626
labs,Parainfluenza virus 2 RNA,Unknown,Parainfluenza virus 2 RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,46235764,76085-0,0.070555626
labs,Cryptosporidium sp Ag,Unknown,Cryptosporidium sp Ag [Presence] in Stool by Immunofluorescence,LOINC,3040767,39534-3,0.070555626
labs,Parainfluenza virus 4 RNA,Unknown,Parainfluenza virus 4 RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,46235766,76087-6,0.070555626
labs,Parainfluenza virus 1 RNA,Unknown,Parainfluenza virus 1 RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,46235763,76084-3,0.070555626
labs,Influenza virus A H3 RNA,Unknown,Influenza virus A H3 RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,46236737,77027-1,0.070555626
labs,Human coronavirus 229E+HKU1+NL63+OC43 RNA,Unknown,Human coronavirus 229E+HKU1+NL63+OC43 RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,36303942,88719-0,0.070555626
labs,Rhinovirus+enterovirus RNA,Unknown,Rhinovirus+Enterovirus RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,36304423,88721-6,0.070555626
labs,Parainfluenza virus 3 RNA,Unknown,Parainfluenza virus 3 RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,46235765,76086-8,0.070555626
labs,SARS coronavirus 2 N gene,Unknown,SARS-CoV-2 (COVID-19) N gene [Presence] in Nasopharynx by NAA with probe detection,LOINC,715272,94760-6,0.070555626
labs,Influenza virus A H1 2009 pandemic RNA,Unknown,Influenza virus A H1 2009 pandemic RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,46236738,77028-9,0.070555626
labs,Human metapneumovirus RNA,Unknown,Human metapneumovirus RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,46236734,77024-8,0.070555626
labs,Mycoplasma pneumoniae DNA,Unknown,Mycoplasma pneumoniae DNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,36305584,88720-8,0.070555626
labs,Chlamydophila pneumoniae DNA,Unknown,Chlamydophila pneumoniae DNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,36303621,88718-2,0.070555626
labs,Adenovirus A+B+C+D+E+F DNA,Unknown,Adenovirus A+B+C+D+E+F DNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,36304915,88716-6,0.070555626
labs,Respiratory syncytial virus A RNA,Unknown,Respiratory syncytial virus A RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,46234982,77022-2,0.070555626
labs,Respiratory syncytial virus B RNA,Unknown,Respiratory syncytial virus B RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,46234983,77023-0,0.070555626
labs,Hemoglobin A2/Hemoglobin.total,%,Hemoglobin A2/Hemoglobin.total in Blood,LOINC,3020784,Aug-51,0.070555626
labs,Albumin.CSF/Albumin.SerPl,ratio,Albumin in CSF/Albumin in Serum or Plasma,LOINC,3013247,1756-6,0.070555626
labs,IgG/Albumin,ratio,IgG/Albumin [Mass Ratio] in Cerebral spinal fluid,LOINC,3007798,Mar-70,0.070555626
labs,Rouleaux,Unknown,Rouleaux [Presence] in Blood by Light microscopy,LOINC,3036273,Apr-97,0.070555626
labs,Hemoglobin S/Hemoglobin.total,%,Hemoglobin S/Hemoglobin.total in Blood,LOINC,3005081,4625-0,0.070555626
labs,Interleukin 2,pg/mL,Interleukin 2 [Mass/volume] in Serum or Plasma,LOINC,3045699,33939-0,0.070555626
labs,Creatine kinase.MB/Creatine kinase.total,%,Creatine kinase.MB/Creatine kinase.total in Serum or Plasma by Electrophoresis,LOINC,3007150,12187-1,0.068035782
labs,PHENobarbital,MCG/ML,PHENobarbital [Mass/volume] in Serum or Plasma,LOINC,3025411,Jul-48,0.068035782
labs,Protein S actual/Normal,%,Protein S actual/normal in Platelet poor plasma by Coagulation assay,LOINC,3036669,27822-6,0.068035782
labs,Treponema pallidum Ab,Unknown,Treponema pallidum Ab [Presence] in Serum by Agglutination,LOINC,3004786,24312-1,0.068035782
labs,Hemoglobin C/Hemoglobin.total,%,Hemoglobin C/Hemoglobin.total in Blood,LOINC,3001258,Mar-63,0.068035782
labs,Basement membrane Ab.IgG,AU/mL,Basement membrane IgG Ab [Units/volume] in Serum by Immunofluorescence,LOINC,3046710,44446-3,0.068035782
labs,Beta-2 transferrin,Unknown,Beta-2 transferrin [Presence] in Body fluid,LOINC,3009388,13876-8,0.068035782
labs,Creatine kinase.BB/Creatine kinase.total,%,Creatine kinase.BB/Creatine kinase.total in Serum or Plasma by Electrophoresis,LOINC,3027227,15048-2,0.068035782
labs,Creatine kinase.macromolecular.type 1/Creatine kinase.total,%,Creatine Kinase.macromolecular type 1/Creatine kinase.total in Serum or Plasma,LOINC,3002751,26019-0,0.068035782
labs,Rubella virus Ab.IgG,Index,Rubella virus IgG Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,3043953,40667-8,0.068035782
labs,Mycoplasma pneumoniae DNA,Unknown,Mycoplasma pneumoniae DNA [Presence] in Specimen by NAA with probe detection,LOINC,3002482,29257-3,0.068035782
labs,Hemoglobin S,Unknown,Hemoglobin S [Presence] in Blood by Solubility test,LOINC,3017974,Mar-64,0.068035782
labs,Creatine kinase.macromolecular.type 2/Creatine kinase.total,%,Creatine Kinase.macromolecular type 2/Creatine kinase.total in Serum or Plasma,LOINC,3014635,26020-8,0.068035782
labs,Creatine kinase.MM/Creatine kinase.total,%,Creatine kinase.MM/Creatine kinase.total in Serum or Plasma by Electrophoresis,LOINC,3027833,15049-0,0.068035782
labs,Platelets,THOUS/MCL,Platelets [#/volume] in Blood by Manual count,LOINC,3010834,778-1,0.068035782
labs,Hemoglobin A/Hemoglobin.total,%,Hemoglobin A/Hemoglobin.total in Blood,LOINC,3020428,Aug-46,0.065515938
labs,Hemoglobin E/Hemoglobin.total,%,Hemoglobin E/Hemoglobin.total in Blood,LOINC,3013530,Jul-75,0.065515938
labs,Tryptase,ng/mL,Tryptase [Mass/volume] in Serum or Plasma,LOINC,3019420,21582-2,0.065515938
labs,Hemoglobin F/Hemoglobin.total,%,Hemoglobin F/Hemoglobin.total in Blood,LOINC,3018738,May-76,0.065515938
labs,Hemoglobin H inclusion bodies,Unknown,Hemoglobin H inclusion bodies [Presence] in Blood,LOINC,40762276,59185-9,0.065515938
labs,Pathologist interpretation,Unknown,Pathologist interpretation of Specimen tests,LOINC,3030243,50595-8,0.065515938
labs,Potassium,mmol/L,Potassium [Moles/volume] in 24 hour Urine,LOINC,3010796,21476-7,0.065515938
labs,Hemoglobin D/Hemoglobin.total,%,Hemoglobin D/Hemoglobin.total in Blood,LOINC,3013179,4569-0,0.065515938
labs,Potassium,MMOL/TOT VOL,Potassium [Moles/volume] in 12 hour Urine,LOINC,40760469,57355-0,0.065515938
labs,Activated protein C resistance,Unknown,Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay,LOINC,3008561,13590-5,0.065515938
labs,Streptolysin O Ab,IU/ML,Streptolysin O Ab [Units/volume] in Serum or Plasma,LOINC,3021236,Feb-70,0.062996094
labs,Neutrophils,Unknown,Neutrophils [Presence] in Stool by Wright stain,LOINC,3048807,48050-9,0.062996094
labs,Folate,ng/mL,Folate [Mass/volume] in Red Blood Cells,LOINC,3035569,2283-0,0.062996094
labs,Benzodiazepines,Unknown,Benzodiazepines [Presence] in Urine by Confirmatory method,LOINC,3035732,16195-0,0.062996094
labs,Toxoplasma gondii DNA,Unknown,Toxoplasma gondii DNA [Presence] in Specimen by NAA with probe detection,LOINC,3006695,29904-0,0.062996094
labs,Myelin basic protein,ng/mL,Myelin basic protein [Mass/volume] in Cerebral spinal fluid,LOINC,3022618,May-38,0.062996094
labs,Metanephrine & Normetanephrine,Unknown,Metanephrine and Normetanephrine [Interpretation] in Urine Narrative,LOINC,3053025,49283-5,0.06047625
